id,price,room,district,subway,subway distance (min),square footage,livable space,kitchen space,floor,number of floors,construction year,parking,apartment type,house type,renovation,bathroom,balcony,elevator
292988692,8900000.0,2,Колпинский,Шушары,19,57.4,33.0,8.5,5,9,1993,Наземная,Вторичка,,Дизайнерский,1.0,1,1.0
294759328,8900000.0,2,Выборгский,Парнас,5,57.1,28.8,12.0,5,27,2018,Наземная,Вторичка,Кирпичный,Косметический,1.0,1,3.0
292730050,8990000.0,2,Пушкинский,Купчино,15,57.0,32.0,11.2,9,20,2015,Подземная,Вторичка,Монолитный,Евроремонт,1.0,1,2.0
293206565,9018692.0,2,Приморский,Черная речка,11,40.59,21.9,8.9,13,13,2025,Подземная,Новостройка,Монолитно-кирпичный,,,,2.0
286950342,9019500.0,1,Московский,Московская,12,42.95,38.0,,5,24,2026,Подземная,Новостройка,Монолитно-кирпичный,,,,
293614040,9000000.0,2,Невский,Проспект Большевиков,28,55.2,29.7,11.1,7,9,1979,,Вторичка,Кирпичный,Косметический,1.0,,1.0
294197039,9000000.0,3,Невский,Улица Дыбенко,5,58.0,40.0,6.5,8,9,1972,Наземная,Вторичка,Панельный,Косметический,1.0,1,1.0
285773700,9000000.0,2,Невский,Пролетарская,12,58.1,30.0,11.6,23,25,2023,Многоуровневая,Вторичка,,Евроремонт,1.0,1,4.0
292001809,9080000.0,2,Выборгский,Политехническая,10,49.8,31.8,8.3,6,9,1989,,Вторичка,Кирпичный,Косметический,1.0,,
294306687,9000000.0,1,Московский,Московская,16,34.6,16.4,9.7,10,21,2009,,Вторичка,Монолитно-кирпичный,Евроремонт,1.0,1,3.0
282914777,9178790.0,1,Фрунзенский,Волковская,8,32.4,9.3,15.9,2,12,2025,Открытая,Новостройка,Монолитный,,1.0,,2.0
288966936,9100000.0,1,Невский,Пролетарская,12,46.6,17.6,11.7,13,16,2009,Наземная,Вторичка,,Косметический,1.0,1,2.0
292111630,9199000.0,2,Красногвардейский,Академическая,12,54.95,37.4,5.8,13,13,2022,,Вторичка,Панельный,Косметический,1.0,1,2.0
292050632,9100000.0,2,Красносельский,,,57.7,30.0,13.5,15,16,,Наземная,Вторичка,Монолитный,Без,1.0,1,2.0
287843281,9100000.0,3,Красносельский,Ленинский проспект,11,72.3,51.4,8.2,10,12,1972,Наземная,Вторичка,Панельный,Косметический,1.0,,1.0
294509723,9200000.0,1,Калининский,Гражданский проспект,12,38.0,20.0,9.5,3,25,2012,,Вторичка,,Евроремонт,,,
294457701,9200000.0,1,Калининский,Академическая,6,37.7,18.3,7.3,7,9,,Наземная,Вторичка,,Евроремонт,1.0,1,1.0
294782621,9300000.0,1,Фрунзенский,Проспект Славы,6,36.4,18.5,10.2,4,25,2016,,Вторичка,Панельный,Косметический,1.0,1,3.0
294088164,9250000.0,1,Калининский,Лесная,29,37.93,16.2,11.9,14,16,2018,,Вторичка,,Косметический,1.0,1,2.0
292492733,9325500.0,1,Адмиралтейский,Сенная площадь,2,21.3,14.3,2.0,2,5,,Открытая,Вторичка,Кирпичный,Дизайнерский,1.0,,
294541735,9306900.0,3,Красногвардейский,Академическая,15,57.45,32.9,15.5,2,20,2024,,Новостройка,Монолитный,,,,
292760247,9275169.0,2,Адмиралтейский,Балтийская,7,34.4,12.6,8.8,6,6,2022,Гостевая,Новостройка,Монолитный,,2.0,,
282560733,9256500.0,1,Василеостровский,Приморская,7,23.01,12.2,,12,12,2023,Отдельная,Новостройка,Монолитный,,,1,4.0
292926774,9300000.0,1,Невский,Улица Дыбенко,6,36.7,11.2,18.3,14,22,,Подземная,Вторичка,Блочный,Евроремонт,1.0,1,2.0
293835347,9300000.0,1,Калининский,Лесная,6,39.5,17.4,9.0,20,26,,,Вторичка,Монолитный,Евроремонт,1.0,1,3.0
292492737,9403500.0,1,Адмиралтейский,Сенная площадь,2,21.5,14.5,2.0,2,5,,Открытая,Вторичка,Кирпичный,Дизайнерский,1.0,,
268907786,9384000.0,2,Пушкинский,Купчино,6,55.2,26.5,17.8,18,26,2023,Гостевая,Новостройка,Монолитно-кирпичный,,1.0,1,
290729549,9400000.0,1,Петродворцовый,Проспект Ветеранов,30,66.8,41.9,12.0,4,5,1978,,Вторичка,,Евроремонт,1.0,,
293047028,9360000.0,1,Пушкинский,,,41.2,17.4,12.0,4,5,2016,Открытая,Вторичка,Панельный,Евроремонт,1.0,1,1.0
284388344,9400000.0,1,Калининский,Гражданский проспект,6,44.7,20.2,10.6,4,27,2011,,Вторичка,Монолитно-кирпичный,Евроремонт,1.0,1,
288160650,9488841.0,1,Фрунзенский,Обводный канал,18,33.7,10.1,15.9,2,14,2025,Открытая,Новостройка,Монолитный,,1.0,,2.0
294787262,9500000.0,1,Курортный,,,35.0,20.0,2.0,1,8,2022,Подземная,Новостройка,Монолитно-кирпичный,,1.0,,
285041418,9491994.0,2,Приморский,Проспект Просвещения,5,48.7,23.8,12.1,9,25,2022,Подземная,Новостройка,"Панельный,",,1.0,1,1.0
290812237,9500000.0,2,Центральный,Лиговский проспект,7,46.6,28.5,7.3,1,5,1917,,Вторичка,,Евроремонт,1.0,,
293206711,9516832.0,3,Невский,Елизаровская,17,69.1,,,2,17,2026,"Подземная,",Новостройка,Монолитный,,,,2.0
293670106,9490000.0,2,Красносельский,Проспект Ветеранов,15,67.8,40.6,10.1,7,16,2014,,Вторичка,Монолитный,Евроремонт,1.0,2,1.0
294739041,9500000.0,3,Красногвардейский,Проспект Большевиков,8,62.6,42.0,6.5,3,12,1989,,Вторичка,Панельный,Косметический,1.0,1,1.0
294035297,9490000.0,2,Фрунзенский,Проспект Славы,10,45.0,28.5,7.9,3,9,1965,,Вторичка,Кирпичный,Евроремонт,1.0,1,1.0
294028097,9497000.0,2,Невский,Улица Дыбенко,19,54.8,32.0,8.0,6,12,1974,,Вторичка,Кирпичный,Евроремонт,2.0,1,2.0
290935412,9500000.0,4,Кировский,Ленинский проспект,4,59.3,43.2,7.2,4,5,,,Вторичка,Блочный,,,,
291875204,9520000.0,1,Василеостровский,Приморская,7,33.29,13.6,8.2,2,17,2020,,Вторичка,Монолитный,Евроремонт,1.0,1,3.0
293986094,9500000.0,1,Приморский,Старая Деревня,10,31.84,14.8,10.1,6,12,2020,Наземная,Вторичка,Монолитный,Косметический,1.0,1,2.0
286466883,9500000.0,1,Калининский,Гражданский проспект,7,44.3,21.0,11.2,19,26,2008,Наземная,Вторичка,,Евроремонт,1.0,1,5.0
272970535,9500000.0,1,Кировский,Автово,5,43.8,19.0,11.0,8,10,2009,Наземная,Вторичка,Блочный,Евроремонт,1.0,1,1.0
292158387,9500000.0,3,Приморский,Комендантский проспект,16,65.1,48.0,6.2,7,9,1975,,Вторичка,Панельный,Косметический,1.0,1,1.0
280073299,9500000.0,1,Выборгский,Озерки,10,47.0,13.8,10.2,5,25,,Наземная,Вторичка,Кирпичный,Евроремонт,1.0,1,2.0
288654273,9500000.0,3,Выборгский,Удельная,6,64.3,44.7,6.9,1,3,,,Вторичка,Кирпичный,Без,1.0,,
293207058,9553000.0,1,Калининский,Академическая,16,36.74,22.7,5.0,3,11,2025,Подземная,Новостройка,Кирпичный,,,,2.0
294207046,9600000.0,2,Невский,Проспект Большевиков,7,54.4,29.9,8.4,8,10,1994,,Вторичка,Панельный,Косметический,1.0,1,1.0
294465733,9580661.0,3,Выборгский,Парнас,4,56.39,25.7,15.0,21,25,2023,,Новостройка,Монолитный,,,,
293497432,9600000.0,2,Красносельский,Проспект Ветеранов,10,51.9,25.0,18.7,8,10,2021,,Вторичка,Кирпичный,Косметический,1.0,1,2.0
292663018,9600000.0,1,Невский,Пролетарская,4,42.0,17.0,11.0,4,23,2015,Подземная,Вторичка,Монолитный,Косметический,1.0,1,1.0
291834465,9590000.0,1,Выборгский,Лесная,14,36.89,13.2,14.8,9,14,2023,,Новостройка,Монолитно-кирпичный,,1.0,1,2.0
294514908,9550000.0,2,Московский,Московская,10,50.6,34.0,6.0,2,12,1970,Наземная,Вторичка,,Без,1.0,,1.0
293887118,9600000.0,3,Кировский,Балтийская,22,68.8,51.8,12.0,3,5,1908,,Вторичка,Кирпичный,Без,1.0,,
285016893,9655236.0,1,Адмиралтейский,Московские ворота,15,31.4,21.0,5.0,4,18,2022,Подземная,Новостройка,"Монолитно-кирпичный,",,1.0,1,1.0
294545388,9693672.0,1,Василеостровский,Горный институт,5,41.32,13.9,18.1,2,17,2024,"Подземная,",Новостройка,Монолитный,,1.0,,1.0
285018891,9737117.0,3,Пушкинский,Звездная,10,68.3,32.4,17.4,2,12,2025,Подземная,Новостройка,Монолитный,,2.0,,
294166939,9700000.0,2,Приморский,Пионерская,14,44.03,27.6,6.6,9,9,1974,,Вторичка,Панельный,Евроремонт,1.0,1,1.0
267731276,9759180.0,4,Приморский,Беговая,13,52.3,26.5,14.8,1,17,2023,Гостевая,Новостройка,Монолитный,,,,
287404919,9790000.0,3,Невский,Улица Дыбенко,20,61.9,43.2,8.4,6,9,1969,,Вторичка,Панельный,Косметический,2.0,1,2.0
293942066,9890000.0,2,Выборгский,Лесная,10,50.6,29.7,8.3,3,7,1955,,Вторичка,Кирпичный,Косметический,1.0,,
292147337,9900000.0,1,Калининский,Выборгская,6,37.0,18.0,10.0,7,14,2021,,Вторичка,,Евроремонт,1.0,1,2.0
294660920,9899730.0,1,Василеостровский,Горный институт,6,37.93,11.9,17.9,2,16,2024,-,Новостройка,Монолитный,,,,1.0
294706829,9874620.0,1,Невский,Улица Дыбенко,5,35.7,9.4,19.1,22,23,2024,Отдельная,Новостройка,Монолитный,,,,1.0
293663180,9900000.0,3,Красногвардейский,Новочеркасская,7,56.7,38.2,7.2,4,5,,,Вторичка,Панельный,Косметический,1.0,1,
277870577,9900000.0,1,Василеостровский,Приморская,7,43.2,13.3,16.7,9,14,2018,Наземная,Вторичка,Монолитный,Евроремонт,1.0,1,2.0
294400430,9850000.0,2,Невский,Проспект Большевиков,20,50.2,30.5,10.0,9,9,1977,,Вторичка,,Евроремонт,1.0,1,
294565531,9959218.0,2,Приморский,Проспект Просвещения,5,49.46,24.0,12.4,11,25,2024,,Новостройка,Монолитный,,1.0,1,3.0
294649574,10000000.0,1,Василеостровский,Василеостровская,11,38.8,13.8,11.1,3,17,2021,,Вторичка,Монолитный,Без,1.0,1,2.0
291010907,9990000.0,1,Выборгский,Удельная,18,30.5,10.7,11.2,2,11,2022,Подземная,Вторичка,Монолитный,Евроремонт,1.0,1,2.0
287854442,10000000.0,3,Пушкинский,Купчино,7,85.0,54.0,11.0,6,11,2013,,Вторичка,Монолитный,Косметический,1.0,1,2.0
290914835,9990000.0,3,Кировский,,,71.9,44.9,7.4,12,16,1976,Наземная,Вторичка,Кирпичный,Без,1.0,2,1.0
292808684,9990000.0,1,Приморский,,,32.9,15.5,10.0,2,5,2007,,Вторичка,,Косметический,2.0,1,
294184360,9990000.0,1,Курортный,Беговая,25,39.5,16.7,9.9,5,10,2017,Наземная,Вторичка,Кирпичный,Евроремонт,1.0,1,1.0
290131033,10000000.0,1,Приморский,Лесная,11,28.3,16.0,,5,10,2023,Подземная,Вторичка,,Без,1.0,1,2.0
294453172,10100000.0,1,Приморский,Пионерская,2,32.0,20.0,2.0,13,25,2003,,Вторичка,Кирпичный,Дизайнерский,1.0,1,3.0
292390961,10082749.0,1,Выборгский,Лесная,6,34.9,10.0,16.2,1,13,2026,Открытая,Новостройка,Панельный,,1.0,,2.0
291257652,10100000.0,2,Кировский,Проспект Ветеранов,6,60.0,25.0,15.0,8,10,2000,Наземная,Вторичка,Панельный,Косметический,1.0,,2.0
285017454,10182068.0,1,Адмиралтейский,Фрунзенская,15,32.8,22.8,5.0,5,18,2023,Подземная,Новостройка,"Монолитно-кирпичный,",,1.0,1,1.0
290793110,10200000.0,2,Фрунзенский,Обводный канал,7,67.2,46.8,15.4,4,4,1893,,Вторичка,Кирпичный,Косметический,1.0,,
294831699,10300000.0,1,Фрунзенский,Дунайская,17,41.8,,,8,13,2020,Многоуровневая,Вторичка,Кирпичный,Евроремонт,1.0,1,2.0
294499612,10300000.0,1,Невский,Улица Дыбенко,25,39.5,11.1,20.3,11,26,2022,Подземная,Новостройка,Монолитный,,1.0,1,2.0
293387386,10300000.0,1,Фрунзенский,Обводный канал,11,27.42,12.4,4.7,10,10,2023,,Новостройка,Монолитный,,1.0,1,2.0
293518583,10293075.0,1,Петроградский,Чкаловская,19,20.25,12.7,,4,8,2026,Гостевая,Новостройка,Монолитный,,,,20.0
294302259,10300000.0,3,Пушкинский,Звездная,22,54.6,39.4,5.0,2,4,1962,,Вторичка,Кирпичный,Косметический,1.0,1,
293983898,10321200.0,1,Выборгский,Политехническая,18,36.6,,,5,9,2024,Гостевая,Новостройка,Кирпичный,,,,
290340228,10265714.0,2,Приморский,Комендантский проспект,11,52.0,23.4,10.4,2,13,2025,Подземная,Новостройка,Монолитный,,1.0,1,
292595720,10300000.0,1,Адмиралтейский,Фрунзенская,25,36.4,13.1,11.2,9,18,2023,,Новостройка,,,1.0,1,2.0
294673483,10300000.0,1,Выборгский,Политехническая,6,33.9,11.9,13.7,4,10,2023,,Новостройка,Монолитный,,1.0,1,
280129073,10300000.0,1,Приморский,Комендантский проспект,4,37.8,17.0,10.2,10,17,2005,,Вторичка,,Евроремонт,1.0,1,3.0
275750155,10250000.0,2,Красносельский,Проспект Ветеранов,14,51.5,28.4,11.7,10,12,2018,,Вторичка,Монолитный,Евроремонт,1.0,1,2.0
293950704,10300000.0,2,Приморский,Черная речка,10,41.8,26.7,5.9,2,5,1961,,Вторичка,Блочный,Евроремонт,1.0,1,
290196837,10300000.0,1,Приморский,Лесная,21,33.4,12.4,10.9,7,13,2021,Подземная,Вторичка,Монолитный,Дизайнерский,1.0,1,2.0
292873263,10300000.0,2,Красносельский,Ленинский проспект,10,63.7,33.5,13.8,5,17,2011,Наземная,Вторичка,Монолитный,Евроремонт,1.0,1,2.0
287114167,10300000.0,1,Василеостровский,Приморская,7,40.1,16.3,10.4,19,19,,,Вторичка,Монолитный,Косметический,1.0,1,
294396415,10250000.0,2,Пушкинский,Московская,25,54.0,33.3,8.0,4,4,1956,,Вторичка,Кирпичный,Дизайнерский,,,
271844778,10400000.0,1,Приморский,Беговая,4,31.4,20.3,,9,12,2018,Подземная,Вторичка,Монолитный,Евроремонт,1.0,1,2.0
265737330,10365000.0,1,Выборгский,Лесная,16,35.12,15.5,10.8,1,12,2023,"Подземная,",Новостройка,Монолитный,,1.0,1,
294691810,10370000.0,2,Приморский,Черная речка,12,41.7,,8.0,5,5,,,Вторичка,Панельный,Дизайнерский,1.0,,
292350705,10400000.0,1,Приморский,Комендантский проспект,6,47.0,11.0,22.0,14,20,2022,Многоуровневая,Вторичка,Монолитный,Без,1.0,1,3.0
294685076,10400000.0,1,Невский,Ломоносовская,11,38.2,,9.4,20,24,2014,Наземная,Вторичка,Кирпичный,Дизайнерский,1.0,1,4.0
288557895,10500000.0,3,Пушкинский,Купчино,7,76.7,51.6,10.6,5,11,,,Вторичка,,Косметический,1.0,1,
293947917,10510261.0,2,Пушкинский,Купчино,20,55.6,23.0,14.7,1,4,2025,Гостевая,Новостройка,Монолитно-кирпичный,,2.0,1,
291627842,10495603.0,1,Московский,Московские ворота,10,38.0,14.2,11.8,1,8,2022,Многоуровневая,Новостройка,Монолитный,,1.0,1,4.0
290885315,10500000.0,3,Выборгский,Проспект Просвещения,12,82.0,50.5,10.6,3,11,2013,Наземная,Вторичка,Блочный,Дизайнерский,1.0,1,1.0
291963962,10500000.0,2,Приморский,Комендантский проспект,8,48.7,27.5,11.0,8,26,2020,,Вторичка,Монолитный,Евроремонт,1.0,1,3.0
289549769,10500000.0,2,Приморский,Проспект Просвещения,11,51.81,28.9,11.9,6,25,2024,,Новостройка,Монолитный,,,1,
294820785,10500000.0,2,Приморский,Комендантский проспект,7,53.0,28.0,9.0,3,12,1992,Наземная,Вторичка,Панельный,Дизайнерский,1.0,1,2.0
280074735,10500000.0,2,Приморский,Комендантский проспект,8,66.0,31.2,11.9,12,21,,Наземная,Вторичка,Панельный,Евроремонт,1.0,1,2.0
294500405,10550000.0,3,Выборгский,Парнас,24,75.9,42.5,15.5,11,25,2018,,Вторичка,Кирпичный,Косметический,2.0,2,2.0
293061398,10600000.0,2,Кировский,Проспект Ветеранов,5,51.2,27.0,8.3,2,17,2016,Наземная,Вторичка,,Косметический,1.0,1,2.0
294661660,10650000.0,3,Калининский,Гражданский проспект,18,65.3,51.0,5.5,3,9,1971,Наземная,Вторичка,Панельный,Дизайнерский,1.0,1,1.0
294535327,10700093.0,1,Невский,Ломоносовская,11,31.5,14.1,10.8,2,17,2023,Подземная,Новостройка,Монолитно-кирпичный,,,1,8.0
278393690,10700000.0,1,Московский,Московская,12,45.4,19.1,13.2,2,19,2008,,Вторичка,Монолитный,Косметический,1.0,,2.0
270176280,10700000.0,3,Адмиралтейский,,,52.8,36.5,5.6,3,5,,,Вторичка,Кирпичный,Косметический,1.0,,
294077674,10660000.0,1,Московский,Фрунзенская,8,41.0,20.9,11.6,4,13,2021,Подземная,Вторичка,,Дизайнерский,1.0,,2.0
292149766,10881628.0,1,Адмиралтейский,Фрунзенская,9,46.5,17.7,11.0,3,16,2022,Подземная,Новостройка,Монолитно-кирпичный,,1.0,,
279352005,10849999.0,1,Красногвардейский,Ладожская,8,33.91,11.9,13.4,9,14,2024,Подземная,Новостройка,Монолитный,,1.0,,
293072960,10855667.0,1,Калининский,,,33.4,12.5,10.9,2,10,2024,Наземная,Новостройка,,,1.0,1,
292734750,10850000.0,3,Фрунзенский,Международная,5,48.5,34.5,5.3,3,5,1966,,Вторичка,Панельный,Дизайнерский,1.0,,
294740369,10800000.0,3,Невский,Рыбацкое,6,79.2,46.8,14.6,1,16,1988,,Вторичка,Панельный,Косметический,1.0,,2.0
266215444,10800000.0,3,Адмиралтейский,Балтийская,18,74.5,50.0,10.0,2,4,1895,Наземная,Вторичка,Кирпичный,Без,1.0,1,
292379567,10800000.0,1,Невский,Улица Дыбенко,6,41.9,10.9,21.9,16,18,2023,,Новостройка,Монолитно-кирпичный,,1.0,1,2.0
287506059,10800000.0,3,Пушкинский,Купчино,8,80.0,36.0,24.0,11,26,2010,Наземная,Вторичка,,Косметический,1.0,,4.0
287402997,10800000.0,1,Василеостровский,,,34.3,16.2,5.0,3,3,1900,,Вторичка,Кирпичный,Без,1.0,,
290628522,10800000.0,2,Приморский,Комендантский проспект,10,51.98,23.0,17.8,12,13,2023,,Вторичка,,Без,1.0,1,2.0
291531652,10750000.0,1,Петроградский,Спортивная,3,38.8,16.6,8.7,3,4,1955,Наземная,Вторичка,,Без,1.0,,
294640594,10900444.0,2,Красносельский,Проспект Ветеранов,16,52.75,28.1,10.3,1,4,2024,Гостевая,Новостройка,Монолитно-кирпичный,,,1,
292309064,10907496.0,3,Пушкинский,Звездная,14,70.3,40.7,13.3,1,5,2025,Гостевая,Новостройка,Монолитный,,,,
289042906,10999000.0,3,Кировский,Автово,11,80.0,55.2,9.0,5,5,1958,,Вторичка,Панельный,Косметический,1.0,1,
289365718,10900000.0,1,Фрунзенский,Обводный канал,15,33.48,14.0,10.0,10,13,2022,,Новостройка,Монолитно-кирпичный,,,,
288510150,10950000.0,2,Василеостровский,Горный институт,8,52.5,31.9,15.4,2,7,,,Вторичка,Кирпичный,Косметический,1.0,,
293429103,10980000.0,3,Пушкинский,Звездная,6,83.0,49.0,10.8,3,11,2006,Наземная,Вторичка,Монолитный,Евроремонт,1.0,1,1.0
282954033,10900000.0,1,Московский,Электросила,15,33.61,13.5,9.5,7,11,2023,,Новостройка,Монолитно-кирпичный,,,1,
294387415,10900000.0,3,Фрунзенский,Международная,9,57.1,,16.0,4,5,1968,Наземная,Вторичка,Монолитный,Евроремонт,1.0,1,
293915188,10950000.0,1,Центральный,Достоевская,5,37.0,,,5,5,1841,Наземная,Вторичка,Кирпичный,Евроремонт,1.0,,
287952920,11000000.0,2,Приморский,Комендантский проспект,7,53.0,34.0,12.0,4,25,2017,Подземная,Вторичка,,Евроремонт,2.0,1,2.0
292458490,11000000.0,3,Центральный,Площадь Восстания,15,58.8,37.2,10.0,2,5,1910,,Вторичка,Кирпичный,Без,1.0,,
286627807,11000000.0,3,Кировский,Проспект Ветеранов,11,58.9,40.9,5.6,7,9,1968,,Вторичка,Кирпичный,Косметический,1.0,1,1.0
287700428,11000000.0,1,Адмиралтейский,Технологический институт,3,43.0,18.5,8.5,3,5,1985,,Вторичка,Кирпичный,Евроремонт,1.0,,
293658257,11000000.0,2,Приморский,Пионерская,18,61.5,31.7,14.0,17,18,2005,Наземная,Вторичка,Панельный,Косметический,1.0,1,2.0
293700690,11000000.0,1,Выборгский,Удельная,5,32.2,11.0,12.8,2,10,2023,,Новостройка,Монолитный,,1.0,1,
289972558,11000000.0,1,Василеостровский,Приморская,5,40.0,28.0,,6,11,,,Вторичка,Монолитный,Дизайнерский,1.0,,
292454902,11000000.0,1,Невский,Улица Дыбенко,6,42.8,15.8,18.8,15,18,2023,,Новостройка,Монолитно-кирпичный,,1.0,1,2.0
293888914,11000000.0,2,Приморский,Комендантский проспект,7,54.7,29.2,8.0,8,12,1992,Наземная,Вторичка,Панельный,Дизайнерский,1.0,1,1.0
292877424,11100000.0,3,Приморский,Комендантский проспект,6,66.1,42.3,10.8,3,16,1988,Наземная,Вторичка,Панельный,Косметический,1.0,1,2.0
290019883,11160000.0,3,Центральный,Лиговский проспект,4,82.8,35.0,7.4,4,4,1916,Наземная,Вторичка,Кирпичный,Косметический,1.0,,
292607271,11199000.0,1,Адмиралтейский,Балтийская,17,33.3,22.0,5.0,1,6,1912,,Вторичка,Кирпичный,Дизайнерский,1.0,,
294203862,11200000.0,2,Красносельский,Ленинский проспект,7,55.4,25.3,10.0,13,14,2008,Наземная,Вторичка,,Дизайнерский,1.0,1,2.0
292154537,11250000.0,1,Курортный,Беговая,25,47.12,,,2,4,2024,"Подземная,",Новостройка,Монолитный,,,,
293666532,11280000.0,2,Приморский,,,48.0,,10.0,15,17,2011,,Вторичка,Монолитно-кирпичный,Косметический,1.0,1,
290016573,11350000.0,3,Фрунзенский,Международная,23,79.7,48.0,9.2,8,15,1989,,Вторичка,Кирпичный,Без,1.0,1,2.0
293387393,11300000.0,1,Фрунзенский,Обводный канал,11,47.03,18.7,16.2,1,10,2023,,Новостройка,Монолитный,,1.0,,1.0
291192883,11400000.0,4,Фрунзенский,Купчино,21,76.8,54.0,9.4,9,9,1975,,Вторичка,Панельный,Косметический,1.0,1,1.0
292221791,11400310.0,2,Приморский,Комендантский проспект,10,55.5,24.6,,1,14,2023,"Подземная,",Новостройка,Монолитно-кирпичный,,,,14.0
294538554,11441620.0,2,Московский,Звездная,15,54.2,41.6,,10,12,2021,Подземная,Новостройка,Монолитный,,,,2.0
293603475,11356060.0,1,Московский,Московские ворота,6,22.0,13.7,,5,11,2025,Подземная,Новостройка,Монолитный,,,,
286428925,11359913.0,2,Невский,,,59.51,28.9,16.0,2,17,2025,Подземная,Новостройка,Монолитный,,1.0,1,2.0
293836237,11440000.0,2,Василеостровский,Приморская,8,47.2,26.6,9.0,2,12,1971,,Вторичка,,Евроремонт,1.0,,
292500429,11400000.0,2,Невский,Рыбацкое,25,66.8,36.2,15.0,6,25,2017,,Вторичка,Кирпичный,Евроремонт,1.0,1,3.0
293001485,11300000.0,1,Центральный,Лиговский проспект,6,36.8,10.1,14.7,6,11,2023,Подземная,Новостройка,Монолитный,,1.0,1,2.0
292550202,11400000.0,3,Курортный,Беговая,28,68.0,44.5,10.0,5,5,1988,Наземная,Вторичка,Кирпичный,Косметический,1.0,2,1.0
279849849,11400000.0,3,Калининский,Академическая,16,67.7,45.0,6.3,8,9,1972,,Вторичка,Панельный,Косметический,1.0,1,1.0
267040698,11500000.0,1,Московский,Электросила,15,37.56,11.5,10.4,9,11,2023,,Новостройка,Монолитный,,1.0,1,
288525289,11500092.0,1,Невский,Елизаровская,15,32.27,14.1,10.8,2,9,2025,"Подземная,",Новостройка,Монолитно-кирпичный,,,1,30.0
294208658,11500000.0,2,Красносельский,Автово,10,65.0,34.0,10.0,4,19,2016,Наземная,Вторичка,Монолитный,Евроремонт,1.0,,3.0
289274283,11500000.0,3,Приморский,Удельная,5,79.0,48.5,12.7,1,9,2002,,Вторичка,Панельный,Косметический,1.0,,1.0
293516803,11500000.0,1,Центральный,Лиговский проспект,6,38.2,11.2,11.1,10,11,2023,,Новостройка,Монолитный,,1.0,1,
293093143,11500000.0,2,Приморский,Комендантский проспект,6,48.0,32.0,10.0,8,20,2022,Наземная,Вторичка,Монолитный,Без,2.0,2,3.0
293753119,11500000.0,2,Красносельский,Ленинский проспект,9,48.0,27.3,10.2,4,12,2000,Наземная,Вторичка,Кирпичный,Косметический,1.0,1,2.0
286343934,11639380.0,2,Калининский,Выборгская,20,50.51,23.7,11.2,1,19,2025,,Новостройка,Монолитный,,1.0,1,
293604306,11600000.0,2,Невский,,,56.93,24.1,17.0,24,25,2019,Подземная,Вторичка,,Дизайнерский,1.0,1,3.0
292272949,11599000.0,3,Василеостровский,Приморская,12,59.5,41.0,8.4,9,10,1971,,Вторичка,Панельный,Косметический,1.0,1,1.0
294601042,11600000.0,2,Приморский,Комендантский проспект,9,57.9,31.5,10.1,13,13,2023,,Новостройка,,,1.0,1,2.0
290604265,11600000.0,1,Фрунзенский,Обводный канал,12,42.3,15.7,15.0,8,11,2020,,Вторичка,Монолитный,Без,1.0,1,2.0
292603636,11700000.0,3,Выборгский,Парнас,9,69.0,38.5,10.1,17,25,2011,Наземная,Вторичка,Кирпичный,Косметический,,,4.0
293605972,11700000.0,1,Фрунзенский,Международная,9,49.8,,,18,20,2012,,Вторичка,Монолитный,Евроремонт,1.0,1,2.0
294812499,11790000.0,3,Выборгский,Проспект Просвещения,18,69.4,27.0,28.0,4,16,1996,Наземная,Вторичка,Кирпичный,Косметический,1.0,2,2.0
291891288,11750000.0,1,Красногвардейский,Ладожская,11,45.4,14.0,20.7,13,22,,,Вторичка,Панельный,Косметический,1.0,1,2.0
294447301,11690000.0,1,Приморский,Беговая,11,51.5,32.5,11.2,3,4,2015,,Вторичка,Монолитный,Косметический,1.0,2,1.0
293079783,11700000.0,2,Калининский,Академическая,6,65.9,31.6,12.7,10,16,2005,Наземная,Вторичка,Монолитный,Косметический,1.0,2,2.0
294161127,11895475.0,2,Пушкинский,Купчино,20,64.2,31.1,14.2,1,4,2025,Гостевая,Новостройка,Монолитно-кирпичный,,2.0,1,
286945635,11840000.0,3,Пушкинский,Купчино,7,74.0,33.4,18.6,2,12,2025,,Новостройка,Монолитный,,,,
293260561,11870000.0,2,Невский,Ладожская,19,65.0,,11.0,3,22,2013,Наземная,Вторичка,Монолитный,Косметический,1.0,1,
293949206,11800000.0,3,Петродворцовый,Проспект Ветеранов,,74.0,51.3,11.4,2,5,2016,,Вторичка,Кирпичный,Косметический,1.0,1,
293554866,11850000.0,1,Адмиралтейский,Фрунзенская,12,42.0,15.8,11.0,2,10,2018,,Вторичка,Монолитный,Евроремонт,1.0,1,1.0
292377992,11800000.0,1,Выборгский,Лесная,16,37.7,10.1,17.5,7,15,2020,Подземная,Вторичка,Монолитный,Евроремонт,1.0,1,3.0
294624768,11850000.0,2,Кировский,Автово,6,56.1,25.6,17.2,23,25,2024,,Новостройка,Монолитный,,1.0,,3.0
291412062,11800000.0,1,Приморский,Пионерская,10,41.0,14.1,11.4,14,23,2022,Наземная,Вторичка,Монолитный,Евроремонт,1.0,1,3.0
274092959,11900000.0,3,Фрунзенский,Волковская,10,70.0,48.3,7.5,2,4,1955,Наземная,Вторичка,Кирпичный,Косметический,1.0,,
294224360,11999000.0,3,Приморский,Комендантский проспект,7,90.1,50.0,12.6,14,17,1995,Наземная,Вторичка,Панельный,Косметический,1.0,1,2.0
